n_id,type,src,question,prompt,response,id,target,participant,response_num
1504,uses,snbmo09,What is a surprising use for a KNIFE?,knife,carve into wood,snbmo09_2_knife-0bd9c5,1.0,snbmo0973,3
1174,uses,betal18,What is a surprising use for a BOX?,box,umbrella,betal18_box-56de43,1.3,betal182130,
2847,uses,snbmo09,What is a surprising use for a BOX?,box,playhouse/hut,snbmo09_3_box-9ebe58,1.7,snbmo09140,1
1190,uses,bs12,What is a surprising use for a BRICK?,brick,Hold little flowers (in the holes),bs12_brick-a97e5f,3.4,bs1286,
2393,uses,dod20,What is a surprising use for a ROPE?,rope,weapon,dod20_rope-efda57,3.0,dod2091,4
1803,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,slow,setal08_3.0-40b5ae,1.3,setal0841,10.0
1324,uses,hmsl,What is a surprising use for a BRICK?,brick,paper weight,hmsl_brick-806eba,1.5,hmslhN3iIJxi,3.0
2807,uses,snbmo09,What is a surprising use for a BOX?,box,cage,snbmo09_3_box-0d58ed,1.5,snbmo09137,12
892,uses,snb17,What is a surprising use for a BOX?,box,organizer,snb17_box-6ee889,1.0,snb17114,
6583,instances,setal08,What is a surprising thing that makes a NOISE?,noise,chairs,setal08_5.0-a317ce,1.0,setal08141,2.0
6694,uses,setal08,What is a surprising use for a BRICK?,brick,throw around like a game,setal08_1.0-b0c729,2.0,setal08143,4.0
46,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,bend ,hmsl_paperclip-74d671,1.0,hmslzV3626L0,2.0
4159,instances,setal08,What is a surprising thing that makes a NOISE?,noise,balloon - both inflating & deflating,setal08_5.0-13e30c,1.3,setal0889,1.0
927,uses,hass17,What is a surprising use for a BRICK?,brick,Decoration,hass17_brick-fb137a,2.7,hass1760, 5
464,uses,setal08,What is a surprising use for a KNIFE?,knife,hunt,setal08_4.0-5b647a,1.0,setal0812,2.0
10650,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,no rollercoasters,setal08_6.0-17a8a0,1.7,setal08223,1.0
3113,uses,hmsl,What is a surprising use for a BRICK?,brick,fence,hmsl_brick-b79b47,1.5,hmslM647My8g,8.0
1093,uses,betal18,What is a surprising use for a BOX?,box,jail,betal18_box-7928c1,2.1,betal182121,
9047,instances,setal08,What is a surprising thing that is ROUND?,round,tennis ball,setal08_2.0-3594f6,1.0,setal08193,4.0
903,uses,setal08,What is a surprising use for a BRICK?,brick,to file one's fingernails or toe nails,setal08_1.0-505dc7,2.3,setal0821,4.0
8190,instances,setal08,What is a surprising thing that makes a NOISE?,noise,sneeze,setal08_5.0-6bd8b9,1.0,setal08171,9.0
1468,uses,snbmo09,What is a surprising use for a KNIFE?,knife,food containers,snbmo09_2_knife-271606,2.0,snbmo0971,3
1218,uses,hmsl,What is a surprising use for a BRICK?,brick,house,hmsl_brick-8a209c,1.0,hmsl47h4XUb6,2.0
4775,uses,setal08,What is a surprising use for a BRICK?,brick,break something,setal08_1.0-0b3fb6,1.0,setal08101,1.0
1608,uses,bs12,What is a surprising use for a BRICK?,brick,hammer,bs12_brick-d29bb9,1.0,bs12118,
1559,uses,snbmo09,What is a surprising use for a BRICK?,brick,fire starter,snbmo09_1_brick-293c91,1.8,snbmo0975,6
2831,uses,hmsl,What is a surprising use for a BRICK?,brick,Break into pieces and place over plant pots.,hmsl_brick-e601a9,3.5,hmsl5122L8am,5.0
1615,uses,bs12,What is a surprising use for a BRICK?,brick,it can be used as a form to separate something such as a line of.,bs12_brick-a91ec0,1.4,bs12119,
11501,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,population would increase,setal08_3.0-f964c2,1.7,setal08242,3.0
1068,uses,snbmo09,What is a surprising use for a BRICK?,brick,box,snbmo09_1_brick-8b8690,1.8,snbmo0953,11
459,uses,snbmo09,What is a surprising use for a BRICK?,brick,sports in general,snbmo09_1_brick-e5a792,1.7,snbmo0923,11
8785,uses,setal08,What is a surprising use for a KNIFE?,knife,stick it in the wall and hang things from it,setal08_4.0-2b2fd9,2.0,setal08186,4.0
4400,uses,dod20,What is a surprising use for a BRICK?,brick,break windows,dod20_brick-8f2d0b,2.7,dod2066,4
7651,instances,setal08,What is a surprising thing that makes a NOISE?,noise,chair,setal08_5.0-a2d916,1.0,setal08159,3.0
474,uses,setal08,What is a surprising use for a KNIFE?,knife,create what you can imagine,setal08_4.0-b9e7d1,2.3,setal0812,12.0
190,uses,hass17,What is a surprising use for a BOTTLE?,bottle,A weapon,hass17_bottle-480b2d,1.7,hass1713, 3
1310,uses,hmsl,What is a surprising use for a BRICK?,brick,palce marker,hmsl_brick-6ef712,2.0,hmslE3P4df3m,4.0
8899,instances,setal08,What is a surprising thing that makes a NOISE?,noise,car,setal08_5.0-be85e5,1.3,setal08189,12.0
1567,uses,bs12,What is a surprising use for a BRICK?,brick,book end,bs12_brick-c81c85,1.8,bs12114,
1569,uses,betal18,What is a surprising use for a BOX?,box,abstract sculpture,betal18_box-d193dd,1.6,betal182188,
4273,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,all businesses would have to stay open,setal08_3.0-754abb,1.3,setal0892,1.0
5110,instances,setal08,What is a surprising thing that makes a NOISE?,noise,eating,setal08_5.0-379921,1.3,setal08107,2.0
1997,uses,betal18,What is a surprising use for a ROPE?,rope,liner,betal18_rope-bd104b,1.6,betal182053,
1886,uses,snbmo09,What is a surprising use for a KNIFE?,knife,hang car keys on it,snbmo09_2_knife-57cea2,2.7,snbmo0993,2
1916,uses,betal18,What is a surprising use for a ROPE?,rope,to burn like a candle,betal18_rope-7bc363,1.3,betal182043,
7197,instances,setal08,What is a surprising thing that makes a NOISE?,noise,wind,setal08_5.0-50d75e,1.3,setal08151,4.0
1116,uses,dod20,What is a surprising use for a TIRE?,tire,for bike,dod20_tire-8126f3,1.0,dod209,0
2717,uses,snbmo09,What is a surprising use for a KNIFE?,knife,acting shows (knife swallowers),snbmo09_2_knife-d3f69f,1.7,snbmo09133,6
72,uses,snb17,What is a surprising use for a BOX?,box,drum,snb17_box-33c425,2.0,snb1712,
902,uses,dod20,What is a surprising use for a BRICK?,brick,stove,dod20_brick-6d54f9,2.0,dod208,6
6196,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,less sex,setal08_3.0-ab37f8,1.0,setal08132,7.0
1477,uses,hmsl,What is a surprising use for a BRICK?,brick,Step stool,hmsl_brick-8e2d16,2.0,hmsl4VoT0krX,5.0
10955,uses,setal08,What is a surprising use for a KNIFE?,knife,turning on the tv from farther away,setal08_4.0-d9c4aa,2.7,setal08229,9.0
3259,uses,dod20,What is a surprising use for PANTS?,pants,napkin for wiping hands,dod20_pants-0e18a5,2.0,dod2045,1
2104,uses,snbmo09,What is a surprising use for a KNIFE?,knife,hair cutter,snbmo09_2_knife-4aa9d2,1.2,snbmo09105,6
1494,uses,dod20,What is a surprising use for a BOTTLE?,bottle,fill with rocks and use as an anchor,dod20_bottle-33a4a7,3.7,dod2015,5
1021,uses,snbmo09,What is a surprising use for a BOX?,box,use it to store items that are light-sensitive,snbmo09_3_box-7c1455,1.5,snbmo0950,1
5168,uses,dod20,What is a surprising use for a BRICK?,brick,handle,dod20_brick-f6f1a9,3.7,dod2085,10
5183,uses,dod20,What is a surprising use for PANTS?,pants,wash,dod20_pants-b2bfd2,1.2,dod2085,8
995,uses,betal18,What is a surprising use for a BOX?,box,puppet showcase,betal18_box-1a0631,2.7,betal182108,
1857,uses,snb17,What is a surprising use for a ROPE?,rope,create boundaries,snb17_rope-f046d9,2.0,snb1791,
1264,uses,betal18,What is a surprising use for a BOX?,box,protection,betal18_box-43d283,1.9,betal182149,
3597,uses,hmsl,What is a surprising use for a BRICK?,brick,To eat on top of,hmsl_brick-eefa87,2.5,hmslpGGnM7T3,7.0
1846,uses,dod20,What is a surprising use for a BOOK?,book,reading,dod20_book-0d4d40,1.0,dod2064,2
1706,uses,snb17,What is a surprising use for a ROPE?,rope,whip,snb17_rope-489258,1.3,snb1762,
9758,uses,setal08,What is a surprising use for a BRICK?,brick,use it to grow items in,setal08_1.0-389081,2.0,setal08205,3.0
998,uses,hass17,What is a surprising use for a BRICK?,brick,you can use them to build a bonfire pit,hass17_brick-e6bd24,2.0,hass1745, 7
3663,uses,dod20,What is a surprising use for a BOTTLE?,bottle,plastic bottles can be cut apart to make planters,dod20_bottle-ac2afd,3.5,dod2052,7
187,uses,bs12,What is a surprising use for a BRICK?,brick,ties to bottoms of feet as high shoes,bs12_brick-a1982b,1.4,bs1215,
3011,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,fighting,setal08_3.0-f75590,1.0,setal0868,2.0
2062,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,hold paper,hmsl_paperclip-7bddb8,1.0,hmslm77nfH6L,1.0
2581,uses,dod20,What is a surprising use for PANTS?,pants,pillow,dod20_pants-31e449,3.2,dod2034,8
2668,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Use to pin insects for,hmsl_paperclip-13460c,2.5,hmslEwBSSB2k,6.0
8571,instances,setal08,What is a surprising thing that makes a NOISE?,noise,walls creaking,setal08_5.0-b47bec,1.0,setal08181,6.0
4097,uses,snbmo09,What is a surprising use for a BOX?,box,hat,snbmo09_3_box-6f9754,1.5,snbmo09201,12
6177,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,it would be different,setal08_6.0-7cd1ed,1.0,setal08131,5.0
62,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,bookmark,hmsl_paperclip-a40126,2.0,hmslF3E7d323,1.0
4235,uses,dod20,What is a surprising use for PANTS?,pants,decorate,dod20_pants-5851c7,2.5,dod2085,1
1606,uses,snb17,What is a surprising use for a ROPE?,rope,unravel it,snb17_rope-5a5ce9,1.7,snb1749,
4483,instances,setal08,What is a surprising thing that is ROUND?,round,testicles,setal08_2.0-66c575,1.3,setal0896,4.0
2471,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Stick figure,hmsl_paperclip-1de473,2.3,hmsl5fii6yAD,1.0
3927,instances,setal08,What is a surprising thing that makes a NOISE?,noise,volleyball on court,setal08_5.0-15e583,1.7,setal0885,25.0
693,uses,bs12,What is a surprising use for a BRICK?,brick,could be placed around a bonfire to keep it from spreading,bs12_brick-4818b5,1.0,bs1250,
2824,uses,setal08,What is a surprising use for a BRICK?,brick,to file things down with,setal08_1.0-060965,2.3,setal0864,9.0
2037,uses,dod20,What is a surprising use for a BOTTLE?,bottle,store liquids in,dod20_bottle-742988,1.0,dod2024,5
3563,uses,hmsl,What is a surprising use for a BRICK?,brick,throw at target,hmsl_brick-00cc9c,1.5,hmsl4IpDwdI5,6.0
2053,uses,snbmo09,What is a surprising use for a BRICK?,brick,a tool,snbmo09_1_brick-8eda8c,2.0,snbmo09103,1
1125,uses,dod20,What is a surprising use for a BOTTLE?,bottle,for store water,dod20_bottle-719917,1.0,dod2010,0
952,uses,hmsl,What is a surprising use for a BRICK?,brick,Build a sidewalk,hmsl_brick-0cf11d,1.0,hmslFVKi04e2,3.0
10712,instances,setal08,What is a surprising thing that is ROUND?,round,orange,setal08_2.0-b301a8,1.0,setal08225,3.0
1588,uses,betal18,What is a surprising use for a BOX?,box,bowl,betal18_box-7857a6,1.3,betal182190,
280,uses,bs12,What is a surprising use for a BRICK?,brick,Door stopper,bs12_brick-f41e9e,1.0,bs1221,
2565,uses,snbmo09,What is a surprising use for a BOX?,box,shoes,snbmo09_3_box-e2446d,1.7,snbmo09124,8
560,uses,dod20,What is a surprising use for a BRICK?,brick,doorstop,dod20_brick-97b3cd,2.3,dod206,0
3886,uses,dod20,What is a surprising use for a BOOK?,book,paper weigh,dod20_book-284978,2.5,dod2055,24
90,uses,snbmo09,What is a surprising use for a KNIFE?,knife,cooking with,snbmo09_2_knife-07b08c,1.0,snbmo096,5
3705,uses,snbmo09,What is a surprising use for a BOX?,box,as something to set something on,snbmo09_3_box-035b55,1.2,snbmo09180,3
2245,instances,setal08,What is a surprising thing that makes a NOISE?,noise,cell phones on silent making a clicking noise,setal08_5.0-ce4d5d,1.0,setal0851,7.0
3071,uses,setal08,What is a surprising use for a BRICK?,brick,barrier/wall in playing,setal08_1.0-c81040,1.3,setal0869,3.0
2196,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,make a chain,hmsl_paperclip-3a84b8,1.5,hmslM826NWy8,14.0
6174,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,people's way to balance will change,setal08_6.0-aa4c4d,1.3,setal08131,2.0
3516,uses,snbmo09,What is a surprising use for a BRICK?,brick,book holder,snbmo09_1_brick-a8a452,1.7,snbmo09172,10
2133,uses,snb17,What is a surprising use for a ROPE?,rope,lasso,snb17_rope-8d1bef,1.3,snb17122,
4276,uses,dod20,What is a surprising use for a TIRE?,tire,roll with a stick for fun,dod20_tire-e7db29,2.5,dod2062,2
1848,uses,betal18,What is a surprising use for a ROPE?,rope,holding object way in the air,betal18_rope-a2dd03,1.6,betal182031,
5363,uses,dod20,What is a surprising use for a TIRE?,tire,pet bed base,dod20_tire-fbb6c3,3.5,dod2089,4
6347,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,we would go barefoot,setal08_6.0-7a80a0,1.3,setal08135,8.0
704,uses,bs12,What is a surprising use for a BRICK?,brick,Build a fireplace,bs12_brick-0e6e9f,1.0,bs1251,
2945,uses,snbmo09,What is a surprising use for a BOX?,box,make a hat,snbmo09_3_box-b104ac,1.7,snbmo09145,2
1550,instances,setal08,What is a surprising thing that is ROUND?,round,my personality (well-rounded),setal08_2.0-eb05ac,4.3,setal0835,1.0
2372,uses,betal18,What is a surprising use for a ROPE?,rope,swing,betal18_rope-9a1348,1.0,betal182106,
11225,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,higher bills,setal08_3.0-c9362d,1.3,setal08235,3.0
3306,uses,snbmo09,What is a surprising use for a BRICK?,brick,a tool,snbmo09_1_brick-277154,2.0,snbmo09163,8
4375,instances,setal08,What is a surprising thing that makes a NOISE?,noise,glass breaking,setal08_5.0-0bda42,1.3,setal0894,2.0
1433,uses,hmsl,What is a surprising use for a BRICK?,brick,shelf,hmsl_brick-bd5c74,1.2,hmslzaTZTqFs,5.0
840,uses,snbmo09,What is a surprising use for a BOX?,box,dress/clothes,snbmo09_3_box-fbc703,2.0,snbmo0942,6
797,uses,snbmo09,What is a surprising use for a BOX?,box,new hair-do,snbmo09_3_box-446b76,2.7,snbmo0940,8
2260,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,nail cleaner,hmsl_paperclip-672b1c,2.3,hmslkPD89jW3,5.0
946,uses,hmsl,What is a surprising use for a BRICK?,brick,Build a House,hmsl_brick-88894a,1.0,hmsloR8PlQ5I,1.0
1973,uses,dod20,What is a surprising use for a BRICK?,brick,to weigh something,dod20_brick-f08658,2.7,dod2023,5
9571,instances,setal08,What is a surprising thing that is ROUND?,round,bottom of legs on chairs/tables,setal08_2.0-5646fd,1.3,setal08202,14.0
2795,uses,snbmo09,What is a surprising use for a KNIFE?,knife,wind chime,snbmo09_2_knife-422c6c,2.8,snbmo09137,7
4576,instances,setal08,What is a surprising thing that makes a NOISE?,noise,singing,setal08_5.0-3b6a88,1.0,setal0897,6.0
2008,uses,betal18,What is a surprising use for a ROPE?,rope,counting tool,betal18_rope-a8d9d1,2.1,betal182053,
389,uses,snbmo09,What is a surprising use for a BRICK?,brick,weights for exercise,snbmo09_1_brick-992364,1.3,snbmo0920,4
11464,uses,setal08,What is a surprising use for a BRICK?,brick,to hold down a gas pedal - why not?,setal08_1.0-637f04,2.0,setal08241,3.0
7390,uses,setal08,What is a surprising use for a BRICK?,brick,flower pot - plant flowers with soil in the holes,setal08_1.0-9b4940,1.7,setal08155,6.0
488,uses,snbmo09,What is a surprising use for a KNIFE?,knife,cutting the ground,snbmo09_2_knife-5e246d,1.0,snbmo0924,2
1518,uses,hmsl,What is a surprising use for a BRICK?,brick,throwing,hmsl_brick-e3538b,1.3,hmslu8VJ80q4,3.0
4338,uses,dod20,What is a surprising use for a SHOVEL?,shovel,wire cutter,dod20_shovel-aa54e4,3.0,dod2064,4
1332,uses,hmsl,What is a surprising use for a BRICK?,brick,paper weight,hmsl_brick-0c504e,1.5,hmsltsy7LR46,9.0
7116,uses,setal08,What is a surprising use for a BRICK?,brick,putting around a flower bed,setal08_1.0-af7f8a,1.0,setal08150,7.0
892,uses,dod20,What is a surprising use for a BRICK?,brick,pathway,dod20_brick-95f5b7,2.0,dod2062,4
9629,instances,setal08,What is a surprising thing that is ROUND?,round,heart valves,setal08_2.0-bc56af,2.0,setal08203,9.0
2214,uses,snb17,What is a surprising use for a ROPE?,rope,leash,snb17_rope-4720fe,1.3,snb17134,
4785,uses,setal08,What is a surprising use for a BRICK?,brick,boundary,setal08_1.0-fe155c,1.3,setal08101,11.0
2099,uses,snbmo09,What is a surprising use for a KNIFE?,knife,a chisel,snbmo09_2_knife-4b3750,1.8,snbmo09105,1
7341,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,physical prowess less important,setal08_6.0-bd61f0,1.3,setal08153,6.0
2025,uses,snbmo09,What is a surprising use for a BOX?,box,you can decorate it,snbmo09_3_box-7d01f5,1.5,snbmo09101,5
2578,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Undo them and use as small poker,hmsl_paperclip-72d85d,2.3,hmslbM0Ib3j5,4.0
1900,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,handwriting would be smaller,setal08_6.0-406548,1.3,setal0843,7.0
2023,uses,betal18,What is a surprising use for a ROPE?,rope,jump,betal18_rope-8eb762,1.0,betal182056,
8884,uses,setal08,What is a surprising use for a KNIFE?,knife,"they are used in the military, and law enforcement",setal08_4.0-76a22b,1.0,setal08189,3.0
5937,instances,setal08,What is a surprising thing that is ROUND?,round,sphere,setal08_2.0-923fc0,1.0,setal08126,9.0
1356,uses,betal18,What is a surprising use for a BOX?,box,plate,betal18_box-d57748,1.6,betal182158,
3575,uses,snbmo09,What is a surprising use for a BRICK?,brick,flowerpot substitute,snbmo09_1_brick-c1ba25,1.5,snbmo09174,3
1835,uses,snbmo09,What is a surprising use for a BOX?,box,a playhouse for children,snbmo09_3_box-4250c8,1.8,snbmo0990,1
1923,uses,betal18,What is a surprising use for a ROPE?,rope,sculpture,betal18_rope-de3ab5,1.6,betal182044,
1660,uses,setal08,What is a surprising use for a BRICK?,brick,weight,setal08_1.0-478d00,1.0,setal0838,3.0
3035,uses,snbmo09,What is a surprising use for a BOX?,box,doghouse,snbmo09_3_box-473e0d,1.5,snbmo09150,3
2553,uses,dod20,What is a surprising use for a BOTTLE?,bottle,canning,dod20_bottle-dc9eb8,2.2,dod2034,5
1950,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,earring,hmsl_paperclip-aaa1fc,2.0,hmsl72I2UHeb,9.0
1033,uses,betal18,What is a surprising use for a BOX?,box,Make a mini city with,betal18_box-8b5af2,2.1,betal182114,
1422,uses,snb17,What is a surprising use for a ROPE?,rope,Mouse trap,snb17_rope-5c9507,2.7,snb1727,
3488,uses,dod20,What is a surprising use for a ROPE?,rope,restraint,dod20_rope-1aa7c3,2.0,dod2048,18
984,uses,betal18,What is a surprising use for a BOX?,box,If you take it apart you can use it as a mat to break dance,betal18_box-166d04,2.1,betal182107,
1679,uses,snb17,What is a surprising use for a ROPE?,rope,scarf,snb17_rope-9e1ade,2.3,snb1759,
1495,uses,dod20,What is a surprising use for a BOTTLE?,bottle,leave air in it and use it for a bobber while fishing,dod20_bottle-39eb86,4.5,dod2015,6
2674,uses,setal08,What is a surprising use for a KNIFE?,knife,"If the knife is really clean, sometimes you can see your self in it, use it for a mirror",setal08_4.0-2d2e98,2.7,setal0861,4.0
403,uses,snb17,What is a surprising use for a BOX?,box,purses,snb17_box-a6fda2,2.0,snb1748,
893,uses,snbmo09,What is a surprising use for a BRICK?,brick,"if one with holes in the middle, pen/pencil container",snbmo09_1_brick-807957,2.2,snbmo0945,4
3650,uses,dod20,What is a surprising use for a BOOK?,book,press flowers,dod20_book-11f954,3.5,dod2081,7
3371,uses,snbmo09,What is a surprising use for a KNIFE?,knife,cut hole in trees,snbmo09_2_knife-bea281,1.0,snbmo09165,10
441,instances,setal08,What is a surprising thing that is ROUND?,round,circles,setal08_2.0-856a02,1.0,setal0812,6.0
4118,instances,setal08,What is a surprising thing that makes a NOISE?,noise,ruffling of paper,setal08_5.0-388f38,1.0,setal0888,9.0
4015,uses,dod20,What is a surprising use for a FORK?,fork,use in music,dod20_fork-51264a,3.2,dod2057,6
1913,uses,betal18,What is a surprising use for a ROPE?,rope,shoelaces,betal18_rope-2cc211,1.0,betal182043,
10964,instances,setal08,What is a surprising thing that makes a NOISE?,noise,body parts,setal08_5.0-878a74,1.3,setal08229,7.0
4295,instances,setal08,What is a surprising thing that makes a NOISE?,noise,wind blowing,setal08_5.0-0d412a,1.3,setal0892,4.0
461,uses,snbmo09,What is a surprising use for a KNIFE?,knife,darts,snbmo09_2_knife-391cc2,1.2,snbmo0923,1
1189,uses,snbmo09,What is a surprising use for a BRICK?,brick,a pet,snbmo09_1_brick-cc32d2,2.8,snbmo0958,5
2383,instances,setal08,What is a surprising thing that makes a NOISE?,noise,horn on car,setal08_5.0-748040,1.0,setal0854,1.0
613,uses,snbmo09,What is a surprising use for a BRICK?,brick,step,snbmo09_1_brick-cb640c,1.3,snbmo0933,1
2874,uses,hmsl,What is a surprising use for a BRICK?,brick,Build a firepit,hmsl_brick-ed1435,1.5,hmsl84I2QjCD,7.0
301,uses,snb17,What is a surprising use for a BOX?,box,umbrella,snb17_box-e8bbb6,2.0,snb1735,
4108,uses,dod20,What is a surprising use for a TIRE?,tire,shredded for a track,dod20_tire-58d845,2.7,dod2059,4
3431,uses,dod20,What is a surprising use for a BRICK?,brick,divider,dod20_brick-e6475d,2.2,dod2048,7
37,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,attach many together and make a belt,hmsl_paperclip-47e301,3.2,hmsl7GArH3BH,3.0
11158,uses,setal08,What is a surprising use for a KNIFE?,knife,cutting hair,setal08_4.0-8ae10c,1.7,setal08233,2.0
8270,uses,setal08,What is a surprising use for a BRICK?,brick,hold a car up after wheels are taken off,setal08_1.0-42ee07,1.7,setal08174,1.0
702,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,unbend it and make a weeapon,hmsl_paperclip-39554d,1.5,hmslSVFD8luX,5.0
9180,instances,setal08,What is a surprising thing that is ROUND?,round,tennis ball,setal08_2.0-f53b36,1.0,setal08195,14.0
1148,uses,hmsl,What is a surprising use for a BRICK?,brick,fridge handle,hmsl_brick-c4bf1d,3.0,hmsl4dUr6hnh,12.0
4790,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,life expectancy would be out shorter,setal08_3.0-c02702,1.0,setal08101,3.0
647,uses,snbmo09,What is a surprising use for a KNIFE?,knife,gift,snbmo09_2_knife-5145d8,1.5,snbmo0934,2
1435,uses,dod20,What is a surprising use for a BOTTLE?,bottle,toilet,dod20_bottle-2c6343,2.5,dod2048,17
2616,uses,dod20,What is a surprising use for a BOOK?,book,research,dod20_book-5a067f,1.5,dod2057,0
1076,uses,dod20,What is a surprising use for a BOTTLE?,bottle,for trasporting liquids,dod20_bottle-ca11dc,1.3,dod209,1
11117,uses,setal08,What is a surprising use for a KNIFE?,knife,sculpting,setal08_4.0-48e225,1.7,setal08232,2.0
1929,instances,setal08,What is a surprising thing that is ROUND?,round,buttons,setal08_2.0-a2b79a,1.0,setal0844,17.0
800,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,zipper pull,hmsl_paperclip-453f2b,3.0,hmslBaQk6mT1,2.0
927,uses,hmsl,What is a surprising use for a BRICK?,brick,build a fence,hmsl_brick-5ffce1,1.3,hmsl4VzH60D1,11.0
2778,uses,hmsl,What is a surprising use for a BRICK?,brick,as a weight,hmsl_brick-4f198a,1.5,hmsl66jawKKi,2.0
2250,uses,snb17,What is a surprising use for a ROPE?,rope,Light fixture,snb17_rope-9e8d6f,1.7,snb17137,
2839,uses,hmsl,What is a surprising use for a BRICK?,brick,break windows,hmsl_brick-465d51,1.5,hmslURsOk93r,1.0
1207,uses,dod20,What is a surprising use for a SHOE?,shoe,throw,dod20_shoe-601af8,2.5,dod2085,6
154,uses,hass17,What is a surprising use for a BOTTLE?,bottle,lamp,hass17_bottle-4d6841,5.0,hass1743, 2
10940,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,no need for caffeine (no soda/ coffee),setal08_3.0-c320bc,1.7,setal08229,2.0
23,uses,hass17,What is a surprising use for a BOTTLE?,bottle,drink something out of it,hass17_bottle-b653b1,1.0,hass1716, 1
2439,instances,setal08,What is a surprising thing that makes a NOISE?,noise,chalk writing on a board,setal08_5.0-91a5a1,1.3,setal0855,5.0
433,uses,hass17,What is a surprising use for a BOTTLE?,bottle,as a vase,hass17_bottle-e96c9c,2.0,hass1756, 6
6152,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,cars,setal08_6.0-fcaed7,1.3,setal08130,3.0
2093,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Hold papers together,hmsl_paperclip-425d39,1.0,hmslEwBSSB2k,1.0
4329,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,shops opening for 24 hours,setal08_3.0-0e6cec,1.3,setal0893,1.0
3503,instances,setal08,What is a surprising thing that makes a NOISE?,noise,tea pot,setal08_5.0-93e996,1.3,setal0878,5.0
1992,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,flick a ball,hmsl_paperclip-c133b8,3.0,hmslaGzhYc5T,6.0
3474,instances,setal08,What is a surprising thing that is ROUND?,round,spoons,setal08_2.0-841d9d,1.3,setal0878,16.0
10502,instances,setal08,What is a surprising thing that is ROUND?,round,round boat,setal08_2.0-769280,1.3,setal08220,8.0
4591,uses,dod20,What is a surprising use for a SHOE?,shoe,drinking glass,dod20_shoe-1165fa,4.3,dod2072,1
2892,uses,hmsl,What is a surprising use for a BRICK?,brick,build a house,hmsl_brick-175370,1.2,hmslqw8bWgR1,1.0
11317,uses,setal08,What is a surprising use for a BRICK?,brick,bar of soap,setal08_1.0-196640,2.3,setal08238,6.0
8666,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,war would mostly likely break out,setal08_3.0-6e25bf,1.7,setal08184,6.0
1781,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,back scratcher,hmsl_paperclip-481aed,2.7,hmslb93mLY15,6.0
2220,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,make an art project,hmsl_paperclip-79b26c,2.7,hmslMBYB7Nz5,5.0
4835,uses,dod20,What is a surprising use for a TIRE?,tire,rubber circle,dod20_tire-39723f,1.0,dod2077,0
2347,uses,snbmo09,What is a surprising use for a BRICK?,brick,smash seashells,snbmo09_1_brick-a9bb53,2.0,snbmo09115,2
1020,uses,bs12,What is a surprising use for a BRICK?,brick,as in when a basketball player shoots the ball and it hits a solid part of either the rim or the backboard,bs12_brick-1d4421,1.4,bs1273,
1107,uses,snb17,What is a surprising use for a BOX?,box,sleep in a,snb17_box-38f5ed,1.3,snb17141,
